v1
0.8.0-synthetic
---------------------SYSTEM INFO---------------------
os,cpu,gpu,ram,kernel,driver,cpuscheduler
Synthetic Linux (stutterscope demo data),Synthetic CPU,Synthetic GPU,32 GB,6.9.0,1.0.0,schedutil
--------------------FRAME METRICS--------------------
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
127.90,7.819,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29261996241
126.21,7.923,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29269919363
131.98,7.577,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29277496336
145.36,6.879,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29284375815
138.20,7.236,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29291611734
188.99,5.291,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29296902990
126.95,7.877,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29304780011
134.90,7.413,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29312192716
148.21,6.747,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29318939747
113.38,8.820,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29327759841
143.49,6.969,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29334729164
129.47,7.724,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29342452687
112.69,8.874,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29351326521
125.71,7.955,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29359281107
138.79,7.205,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29366486343
183.09,5.462,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29371948209
131.12,7.627,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29379574761
112.63,8.878,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29388453248
166.24,6.015,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29394468590
127.02,7.873,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29402341319
126.39,7.912,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29410253057
101.07,9.894,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29420147108
133.11,7.513,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29427659686
112.16,8.916,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29436575787
117.31,8.524,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29445100210
130.99,7.634,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29452734539
123.89,8.072,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29460806314
129.10,7.746,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29468552008
156.84,6.376,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29474927950
127.86,7.821,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29482748837
101.84,9.820,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29492568583
122.15,8.187,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29500755230
97.99,10.206,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29510960851
152.81,6.544,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29517505129
134.28,7.447,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29524952416
116.54,8.580,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29533532844
113.72,8.794,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29542326466
140.25,7.130,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29549456766
107.25,9.324,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29558781016
123.03,8.128,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29566908821
127.66,7.833,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29574742170
147.54,6.778,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29581520133
122.68,8.151,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29589671617
134.37,7.442,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29597113870
98.68,10.134,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29607247416
177.17,5.644,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29612891700
119.83,8.345,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29621236659
173.17,5.775,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29627011191
127.06,7.870,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29634881572
187.87,5.323,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29640204537
108.80,9.191,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29649395759
122.93,8.135,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29657530722
139.14,7.187,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29664717844
110.78,9.027,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29673744896
141.96,7.044,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29680789326
143.04,6.991,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29687780257
126.34,7.915,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29695695689
137.69,7.263,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29702958305
127.65,7.834,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29710792168
160.28,6.239,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29717031390
165.99,6.024,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29723055703
115.64,8.648,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29731703458
143.46,6.970,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29738673808
98.20,10.183,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29748856923
129.84,7.702,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29756558751
144.39,6.926,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29763484314
191.70,5.216,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29768700764
143.35,6.976,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29775676607
119.57,8.364,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29784040234
133.20,7.507,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29791547517
117.73,8.494,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29800041664
111.06,9.004,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29809046032
138.71,7.209,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29816255449
196.09,5.100,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29821355023
91.07,10.980,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29832335409
127.90,7.819,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29840154211
142.13,7.036,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29847190266
128.77,7.766,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29854956143
111.05,9.005,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29863960816
146.04,6.848,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29870808469
117.38,8.520,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29879328008
149.12,6.706,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29886033980
172.23,5.806,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29891840061
119.01,8.403,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29900242612
100.77,9.923,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29910165799
161.12,6.207,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29916372341
122.52,8.162,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29924534331
112.21,8.912,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29933445957
142.77,7.004,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29940450228
185.52,5.390,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29945840622
136.40,7.331,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29953171971
141.74,7.055,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29960227148
146.58,6.822,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29967049420
147.12,6.797,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29973846685
130.38,7.670,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29981516841
117.84,8.486,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29990003204
146.71,6.816,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,29996819458
121.21,8.250,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30005069387
117.11,8.539,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30013608182
109.11,9.165,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30022773332
147.07,6.800,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30029573013
149.86,6.673,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30036245727
137.40,7.278,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30043523760
114.86,8.707,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30052230275
248.02,4.032,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30056262271
216.69,4.615,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30060877125
101.48,9.854,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30070731048
171.45,5.833,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30076563789
105.61,9.469,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30086032646
119.69,8.355,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30094387429
139.85,7.150,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30101537730
102.64,9.743,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30111280546
104.48,9.571,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30120851856
178.65,5.597,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30126449281
125.95,7.940,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30134388809
116.91,8.553,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30142942215
141.84,7.050,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30149992577
101.51,9.851,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30159843498
142.49,7.018,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30166861448
119.83,8.345,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30175206830
121.74,8.214,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30183421115
128.85,7.761,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30191181858
110.70,9.033,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30200214944
122.68,8.151,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30208366441
156.72,6.381,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30214747141
111.11,9.000,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30223746882
171.79,5.821,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30229567824
122.05,8.193,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30237761143
28.24,35.412,45,62.0,55,58,64,1800,9500,6.2,162.5,9.4,0.0,640,4200,30273173242
125.52,7.967,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30281139796
149.79,6.676,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30287815983
120.81,8.278,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30296093558
131.96,7.578,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30303671396
133.11,7.513,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30311184219
140.51,7.117,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30318301103
132.32,7.558,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30325858752
114.76,8.714,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30334572314
175.63,5.694,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30340265987
111.19,8.994,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30349259548
135.31,7.390,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30356649887
121.35,8.241,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30364890449
115.10,8.688,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30373578356
135.31,7.391,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30380969020
113.34,8.823,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30389791776
149.14,6.705,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30396496941
114.28,8.750,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30405247040
125.92,7.941,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30413188327
112.85,8.861,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30422049490
130.42,7.667,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30429716794
115.97,8.623,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30438339974
159.06,6.287,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30444626753
112.13,8.918,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30453544617
142.23,7.031,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30460575385
116.43,8.588,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30469163881
127.99,7.813,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30476976824
104.00,9.615,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30486591987
130.42,7.667,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30494259372
141.93,7.046,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30501305094
135.38,7.387,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30508691948
120.50,8.299,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30516990608
129.86,7.701,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30524691307
134.39,7.441,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30532132419
126.15,7.927,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30540059215
101.59,9.843,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30549902711
146.75,6.814,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30556716948
120.05,8.330,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30565046745
121.78,8.212,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30573258540
163.72,6.108,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30579366675
164.46,6.081,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30585447301
125.60,7.962,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30593409396
167.35,5.975,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30599384768
125.55,7.965,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30607349591
135.81,7.363,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30614712726
153.63,6.509,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30621221992
138.44,7.224,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30628445518
112.82,8.864,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30637309177
128.98,7.753,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30645062614
148.81,6.720,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30651782387
146.59,6.822,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30658604257
117.45,8.515,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30667118794
129.12,7.745,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30674863324
125.63,7.960,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30682823106
107.88,9.270,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30692092916
115.21,8.680,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30700772525
114.36,8.744,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30709516499
126.43,7.909,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30717425817
103.15,9.695,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30727120695
141.33,7.076,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30734196337
123.38,8.105,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30742301136
120.02,8.332,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30750633244
141.57,7.064,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30757696979
134.71,7.423,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30765120369
120.75,8.282,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30773402073
119.33,8.380,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30781782446
104.71,9.550,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30791332509
131.55,7.601,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30798933908
152.57,6.554,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30805488089
140.99,7.093,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30812580614
131.22,7.621,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30820201538
160.56,6.228,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30826429866
141.56,7.064,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30833493864
183.38,5.453,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30838947036
148.11,6.752,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30845698606
139.73,7.156,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30852855042
112.36,8.900,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30861754656
102.60,9.746,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30871501152
130.51,7.662,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30879163430
148.75,6.723,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30885886115
141.95,7.045,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30892930797
108.07,9.253,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30902184130
114.37,8.744,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30910927733
143.04,6.991,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30917918717
139.14,7.187,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30925105806
145.80,6.859,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30931964711
145.32,6.882,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30938846262
122.73,8.148,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30946993974
103.90,9.625,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30956618838
121.90,8.204,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30964822528
207.46,4.820,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30969642827
126.65,7.896,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30977538912
131.97,7.577,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30985116398
143.59,6.964,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30992080755
128.22,7.799,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,30999879984
163.43,6.119,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31005998683
115.60,8.650,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31014648989
94.95,10.532,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31025180772
119.57,8.363,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31033543900
149.77,6.677,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31040220974
124.62,8.024,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31048245074
134.89,7.414,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31055658737
133.13,7.512,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31063170464
94.73,10.556,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31073726647
142.22,7.031,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31080758146
152.68,6.550,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31087307739
109.11,9.165,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31096473132
128.24,7.798,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31104270952
138.33,7.229,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31111500261
117.50,8.510,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31120010707
127.52,7.842,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31127852482
98.00,10.204,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31138056300
137.62,7.266,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31145322758
144.08,6.941,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31152263364
118.53,8.436,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31160699860
125.58,7.963,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31168662597
113.92,8.778,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31177440609
123.04,8.128,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31185568240
120.93,8.270,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31193837742
106.67,9.375,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31203212720
165.44,6.045,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31209257340
113.60,8.803,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31218059995
118.27,8.456,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31226515566
201.37,4.966,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31231481487
123.01,8.130,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31239611145
131.56,7.601,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31247212090
143.88,6.950,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31254162085
147.27,6.790,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31260952470
128.81,7.763,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31268715824
116.94,8.551,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31277266954
162.29,6.162,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31283428875
131.36,7.613,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31291041784
128.53,7.780,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31298822058
157.91,6.333,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31305154659
143.20,6.983,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31312137898
139.65,7.161,40,59.0,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,31319298488
