Application,GPU,CPU,Resolution,Runtime,AllowsTearing,ProcessID,SwapChainAddress,SyncInterval,PresentFlags,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,MsPCLatency,GPU0Clk(MHz),GPU0MemClk(MHz),GPU0Util(%),GPU0Temp(C),CPUClk(MHz),CPUUtil(%)
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.498963,16.596,16.596,0.332,16.596,16.596,33.206,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.515749,16.787,16.787,0.336,16.787,16.787,30.888,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.532177,16.427,16.427,0.329,16.427,16.427,33.350,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.549025,16.849,16.849,0.337,16.849,16.849,34.204,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.565427,16.402,16.402,0.328,16.402,16.402,32.115,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.581975,16.547,16.547,0.331,16.547,16.547,32.977,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.598908,16.933,16.933,0.339,16.933,16.933,34.526,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.615530,16.623,16.623,0.332,16.623,16.623,32.905,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.632174,16.643,16.643,0.333,16.643,16.643,33.260,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.648766,16.592,16.592,0.332,16.592,16.592,34.810,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.665384,16.618,16.618,0.332,16.618,16.618,34.600,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.682098,16.714,16.714,0.334,16.714,16.714,33.241,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.698808,16.710,16.710,0.334,16.710,16.710,31.093,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.715321,16.513,16.513,0.330,16.513,16.513,33.713,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.731895,16.574,16.574,0.331,16.574,16.574,34.000,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.748641,16.746,16.746,0.335,16.746,16.746,32.934,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.765608,16.967,16.967,0.339,16.967,16.967,34.181,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.782233,16.625,16.625,0.332,16.625,16.625,34.490,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.798931,16.698,16.698,0.334,16.698,16.698,32.744,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.815594,16.663,16.663,0.333,16.663,16.663,33.658,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.832232,16.637,16.637,0.333,16.637,16.637,32.218,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.849055,16.823,16.823,0.336,16.823,16.823,33.612,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.865816,16.761,16.761,0.335,16.761,16.761,33.553,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.882481,16.666,16.666,0.333,16.666,16.666,33.233,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.899182,16.700,16.700,0.334,16.700,16.700,34.548,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.916016,16.834,16.834,0.337,16.834,16.834,33.392,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.932796,16.780,16.780,0.336,16.780,16.780,32.497,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.949475,16.679,16.679,0.334,16.679,16.679,32.684,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.966033,16.558,16.558,0.331,16.558,16.558,35.315,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.982596,16.563,16.563,0.331,16.563,16.563,33.722,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,24.999045,16.449,16.449,0.329,16.449,16.449,33.214,1800,9500,45,62,4200,35
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.417974,418.929,418.929,8.379,418.929,418.929,838.268,1800,9500,10,62,4200,90
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.438190,20.216,20.216,0.404,20.216,20.216,42.071,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.459634,21.444,21.444,0.429,21.444,21.444,42.380,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.481001,21.367,21.367,0.427,21.367,21.367,42.514,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.488924,7.922,7.922,0.158,7.922,7.922,15.875,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.496214,7.290,7.290,0.146,7.290,7.290,14.385,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.501419,5.205,5.205,0.104,5.205,5.205,10.550,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.508760,7.341,7.341,0.147,7.341,7.341,13.595,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.516769,8.009,8.009,0.160,8.009,8.009,16.385,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.524221,7.452,7.452,0.149,7.452,7.452,13.546,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.530295,6.074,6.074,0.121,6.074,6.074,10.880,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.535825,5.530,5.530,0.111,5.530,5.530,10.306,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.543018,7.194,7.194,0.144,7.194,7.194,13.396,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.549962,6.943,6.943,0.139,6.943,6.943,14.279,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.558217,8.255,8.255,0.165,8.255,8.255,15.436,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.565693,7.476,7.476,0.150,7.476,7.476,14.217,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.572523,6.830,6.830,0.137,6.830,6.830,12.834,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.581136,8.613,8.613,0.172,8.613,8.613,17.495,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.588098,6.962,6.962,0.139,6.962,6.962,13.817,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.598424,10.327,10.327,0.207,10.327,10.327,20.370,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.605210,6.785,6.785,0.136,6.785,6.785,12.988,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.613457,8.247,8.247,0.165,8.247,8.247,15.698,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.621045,7.589,7.589,0.152,7.589,7.589,13.686,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.631206,10.160,10.160,0.203,10.160,10.160,21.888,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.640431,9.225,9.225,0.185,9.225,9.225,17.211,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.647687,7.256,7.256,0.145,7.256,7.256,12.182,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.655129,7.442,7.442,0.149,7.442,7.442,14.871,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.661993,6.864,6.864,0.137,6.864,6.864,14.852,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.671201,9.208,9.208,0.184,9.208,9.208,19.102,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.680328,9.127,9.127,0.183,9.127,9.127,17.082,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.689051,8.723,8.723,0.174,8.723,8.723,16.359,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.697072,8.021,8.021,0.160,8.021,8.021,15.892,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.705471,8.399,8.399,0.168,8.399,8.399,16.835,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.715473,10.002,10.002,0.200,10.002,10.002,19.103,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.724137,8.664,8.664,0.173,8.664,8.664,16.921,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.731633,7.497,7.497,0.150,7.497,7.497,14.904,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.741372,9.738,9.738,0.195,9.738,9.738,19.449,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.748351,6.979,6.979,0.140,6.979,6.979,13.879,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.757129,8.778,8.778,0.176,8.778,8.778,16.163,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.766051,8.922,8.922,0.178,8.922,8.922,17.374,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.772647,6.596,6.596,0.132,6.596,6.596,12.641,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.780238,7.591,7.591,0.152,7.591,7.591,14.702,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.786010,5.772,5.772,0.115,5.772,5.772,11.092,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.794364,8.354,8.354,0.167,8.354,8.354,16.411,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.802411,8.046,8.046,0.161,8.046,8.046,17.745,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.811022,8.612,8.612,0.172,8.612,8.612,18.173,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.818407,7.385,7.385,0.148,7.385,7.385,14.450,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.825547,7.140,7.140,0.143,7.140,7.140,14.691,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.832743,7.196,7.196,0.144,7.196,7.196,14.757,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.840569,7.826,7.826,0.157,7.826,7.826,15.829,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.848093,7.524,7.524,0.150,7.524,7.524,15.606,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.857604,9.511,9.511,0.190,9.511,9.511,20.049,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.866418,8.813,8.813,0.176,8.813,8.813,20.233,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.874382,7.964,7.964,0.159,7.964,7.964,15.515,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.884162,9.780,9.780,0.196,9.780,9.780,19.910,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.892443,8.281,8.281,0.166,8.281,8.281,17.129,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.901680,9.237,9.237,0.185,9.237,9.237,19.629,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.908810,7.131,7.131,0.143,7.131,7.131,15.233,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.915267,6.457,6.457,0.129,6.457,6.457,10.357,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.921435,6.168,6.168,0.123,6.168,6.168,10.123,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.927560,6.125,6.125,0.122,6.125,6.125,13.856,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.936461,8.901,8.901,0.178,8.901,8.901,17.158,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.943032,6.571,6.571,0.131,6.571,6.571,12.623,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.949754,6.722,6.722,0.134,6.722,6.722,15.733,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.959219,9.465,9.465,0.189,9.465,9.465,19.217,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.969062,9.843,9.843,0.197,9.843,9.843,20.040,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.977411,8.349,8.349,0.167,8.349,8.349,17.345,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.984799,7.388,7.388,0.148,7.388,7.388,14.712,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,25.992296,7.497,7.497,0.150,7.497,7.497,15.243,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,26.002345,10.049,10.049,0.201,10.049,10.049,21.964,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,26.011239,8.894,8.894,0.178,8.894,8.894,18.951,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,26.017051,5.813,5.813,0.116,5.813,5.813,12.313,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,26.024433,7.382,7.382,0.148,7.382,7.382,14.938,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,26.032802,8.369,8.369,0.167,8.369,8.369,16.609,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,26.040026,7.224,7.224,0.144,7.224,7.224,14.262,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,26.047337,7.311,7.311,0.146,7.311,7.311,15.326,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,26.054645,7.307,7.307,0.146,7.307,7.307,12.377,1800,9500,50,62,4200,40
