Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange,msFlipDelay,msUntilRenderStart,msGPUActive,msGPUVideoActive,msSinceInput,QPCTime
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.811157,0.335,16.736,0,Hardware: Independent Flip,6.778,16.736,16.736,0.000,-1.674,7.531,0.000,0.000,8280000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.828080,0.338,16.922,0,Hardware: Independent Flip,6.854,16.922,16.922,0.000,-1.692,7.615,0.000,0.000,8290000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.844643,0.331,16.563,0,Hardware: Independent Flip,6.708,16.563,16.563,0.000,-1.656,7.453,0.000,0.000,8300000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.861292,0.333,16.649,0,Hardware: Independent Flip,6.743,16.649,16.649,0.000,-1.665,7.492,0.000,0.000,8310000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.877887,0.332,16.595,0,Hardware: Independent Flip,6.721,16.595,16.595,0.000,-1.659,7.468,0.000,0.000,8320000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.894534,0.333,16.647,0,Hardware: Independent Flip,6.742,16.647,16.647,0.000,-1.665,7.491,0.000,0.000,8330000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.911076,0.331,16.542,0,Hardware: Independent Flip,6.700,16.542,16.542,0.000,-1.654,7.444,0.000,0.000,8340000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.927657,0.332,16.582,0,Hardware: Independent Flip,6.716,16.582,16.582,0.000,-1.658,7.462,0.000,0.000,8350000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.944083,0.329,16.426,0,Hardware: Independent Flip,6.652,16.426,16.426,0.000,-1.643,7.392,0.000,0.000,8360000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.960672,0.332,16.589,0,Hardware: Independent Flip,6.719,16.589,16.589,0.000,-1.659,7.465,0.000,0.000,8370000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.977497,0.337,16.825,0,Hardware: Independent Flip,6.814,16.825,16.825,0.000,-1.683,7.571,0.000,0.000,8380000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,13.994405,0.338,16.908,0,Hardware: Independent Flip,6.848,16.908,16.908,0.000,-1.691,7.609,0.000,0.000,8390000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.011240,0.337,16.835,0,Hardware: Independent Flip,6.818,16.835,16.835,0.000,-1.684,7.576,0.000,0.000,8400000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.027969,0.335,16.728,0,Hardware: Independent Flip,6.775,16.728,16.728,0.000,-1.673,7.528,0.000,0.000,8410000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.045027,0.341,17.059,0,Hardware: Independent Flip,6.909,17.059,17.059,0.000,-1.706,7.676,0.000,0.000,8420000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.061616,0.332,16.589,0,Hardware: Independent Flip,6.719,16.589,16.589,0.000,-1.659,7.465,0.000,0.000,8430000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.078245,0.333,16.628,0,Hardware: Independent Flip,6.734,16.628,16.628,0.000,-1.663,7.483,0.000,0.000,8440000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.094585,0.327,16.340,0,Hardware: Independent Flip,6.618,16.340,16.340,0.000,-1.634,7.353,0.000,0.000,8450000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.111185,0.332,16.600,0,Hardware: Independent Flip,6.723,16.600,16.600,0.000,-1.660,7.470,0.000,0.000,8460000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.127755,0.331,16.570,0,Hardware: Independent Flip,6.711,16.570,16.570,0.000,-1.657,7.457,0.000,0.000,8470000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.144591,0.337,16.836,0,Hardware: Independent Flip,6.819,16.836,16.836,0.000,-1.684,7.576,0.000,0.000,8480000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.161481,0.338,16.890,0,Hardware: Independent Flip,6.840,16.890,16.890,0.000,-1.689,7.600,0.000,0.000,8490000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.178019,0.331,16.538,0,Hardware: Independent Flip,6.698,16.538,16.538,0.000,-1.654,7.442,0.000,0.000,8500000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.194549,0.331,16.530,0,Hardware: Independent Flip,6.695,16.530,16.530,0.000,-1.653,7.438,0.000,0.000,8510000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.211346,0.336,16.797,0,Hardware: Independent Flip,6.803,16.797,16.797,0.000,-1.680,7.559,0.000,0.000,8520000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.228081,0.335,16.734,0,Hardware: Independent Flip,6.777,16.734,16.734,0.000,-1.673,7.530,0.000,0.000,8530000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.244588,0.330,16.507,0,Hardware: Independent Flip,6.685,16.507,16.507,0.000,-1.651,7.428,0.000,0.000,8540000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.261321,0.335,16.734,0,Hardware: Independent Flip,6.777,16.734,16.734,0.000,-1.673,7.530,0.000,0.000,8550000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.277685,0.327,16.363,0,Hardware: Independent Flip,6.627,16.363,16.363,0.000,-1.636,7.363,0.000,0.000,8560000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.294293,0.332,16.608,0,Hardware: Independent Flip,6.726,16.608,16.608,0.000,-1.661,7.474,0.000,0.000,8570000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.311087,0.336,16.794,0,Hardware: Independent Flip,6.802,16.794,16.794,0.000,-1.679,7.557,0.000,0.000,8580000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.327832,0.335,16.744,0,Hardware: Independent Flip,6.782,16.744,16.744,0.000,-1.674,7.535,0.000,0.000,8590000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.344495,0.333,16.663,0,Hardware: Independent Flip,6.749,16.663,16.663,0.000,-1.666,7.499,0.000,0.000,8600000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.361046,0.331,16.551,0,Hardware: Independent Flip,6.703,16.551,16.551,0.000,-1.655,7.448,0.000,0.000,8610000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.377736,0.334,16.690,0,Hardware: Independent Flip,6.760,16.690,16.690,0.000,-1.669,7.511,0.000,0.000,8620000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.394495,0.335,16.758,0,Hardware: Independent Flip,6.787,16.758,16.758,0.000,-1.676,7.541,0.000,0.000,8630000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.411209,0.334,16.715,0,Hardware: Independent Flip,6.769,16.715,16.715,0.000,-1.671,7.522,0.000,0.000,8640000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.427657,0.329,16.448,0,Hardware: Independent Flip,6.661,16.448,16.448,0.000,-1.645,7.401,0.000,0.000,8650000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.444505,0.337,16.848,0,Hardware: Independent Flip,6.824,16.848,16.848,0.000,-1.685,7.582,0.000,0.000,8660000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.461031,0.331,16.525,0,Hardware: Independent Flip,6.693,16.525,16.525,0.000,-1.653,7.436,0.000,0.000,8670000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.477665,0.333,16.634,0,Hardware: Independent Flip,6.737,16.634,16.634,0.000,-1.663,7.485,0.000,0.000,8680000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.494408,0.335,16.743,0,Hardware: Independent Flip,6.781,16.743,16.743,0.000,-1.674,7.534,0.000,0.000,8690000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.510968,0.331,16.560,0,Hardware: Independent Flip,6.707,16.560,16.560,0.000,-1.656,7.452,0.000,0.000,8700000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.527436,0.329,16.468,0,Hardware: Independent Flip,6.669,16.468,16.468,0.000,-1.647,7.410,0.000,0.000,8710000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.543917,0.330,16.481,0,Hardware: Independent Flip,6.675,16.481,16.481,0.000,-1.648,7.416,0.000,0.000,8720000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.560561,0.333,16.644,0,Hardware: Independent Flip,6.741,16.644,16.644,0.000,-1.664,7.490,0.000,0.000,8730000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.577294,0.335,16.733,0,Hardware: Independent Flip,6.777,16.733,16.733,0.000,-1.673,7.530,0.000,0.000,8740000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.593999,0.334,16.705,0,Hardware: Independent Flip,6.765,16.705,16.705,0.000,-1.670,7.517,0.000,0.000,8750000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.610659,0.333,16.661,0,Hardware: Independent Flip,6.748,16.661,16.661,0.000,-1.666,7.497,0.000,0.000,8760000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.627407,0.335,16.748,0,Hardware: Independent Flip,6.783,16.748,16.748,0.000,-1.675,7.537,0.000,0.000,8770000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.644080,0.333,16.672,0,Hardware: Independent Flip,6.752,16.672,16.672,0.000,-1.667,7.502,0.000,0.000,8780000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.660395,0.326,16.315,0,Hardware: Independent Flip,6.608,16.315,16.315,0.000,-1.631,7.342,0.000,0.000,8790000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.677130,0.335,16.735,0,Hardware: Independent Flip,6.778,16.735,16.735,0.000,-1.674,7.531,0.000,0.000,8800000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.693565,0.329,16.435,0,Hardware: Independent Flip,6.656,16.435,16.435,0.000,-1.644,7.396,0.000,0.000,8810000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.710416,0.337,16.851,0,Hardware: Independent Flip,6.825,16.851,16.851,0.000,-1.685,7.583,0.000,0.000,8820000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.726843,0.329,16.427,0,Hardware: Independent Flip,6.653,16.427,16.427,0.000,-1.643,7.392,0.000,0.000,8830000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.743531,0.334,16.688,0,Hardware: Independent Flip,6.759,16.688,16.688,0.000,-1.669,7.509,0.000,0.000,8840000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.760159,0.333,16.628,0,Hardware: Independent Flip,6.734,16.628,16.628,0.000,-1.663,7.483,0.000,0.000,8850000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.776882,0.334,16.723,0,Hardware: Independent Flip,6.773,16.723,16.723,0.000,-1.672,7.525,0.000,0.000,8860000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.793494,0.332,16.613,0,Hardware: Independent Flip,6.728,16.613,16.613,0.000,-1.661,7.476,0.000,0.000,8870000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.810205,0.334,16.711,0,Hardware: Independent Flip,6.768,16.711,16.711,0.000,-1.671,7.520,0.000,0.000,8880000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.826659,0.329,16.454,0,Hardware: Independent Flip,6.664,16.454,16.454,0.000,-1.645,7.404,0.000,0.000,8890000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.843231,0.331,16.572,0,Hardware: Independent Flip,6.712,16.572,16.572,0.000,-1.657,7.457,0.000,0.000,8900000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.859765,0.331,16.534,0,Hardware: Independent Flip,6.696,16.534,16.534,0.000,-1.653,7.440,0.000,0.000,8910000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.876797,0.341,17.032,0,Hardware: Independent Flip,6.898,17.032,17.032,0.000,-1.703,7.664,0.000,0.000,8920000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.893733,0.339,16.936,0,Hardware: Independent Flip,6.859,16.936,16.936,0.000,-1.694,7.621,0.000,0.000,8930000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.910233,0.330,16.500,0,Hardware: Independent Flip,6.683,16.500,16.500,0.000,-1.650,7.425,0.000,0.000,8940000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.926975,0.335,16.742,0,Hardware: Independent Flip,6.780,16.742,16.742,0.000,-1.674,7.534,0.000,0.000,8950000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.943796,0.336,16.821,0,Hardware: Independent Flip,6.813,16.821,16.821,0.000,-1.682,7.570,0.000,0.000,8960000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.960310,0.330,16.514,0,Hardware: Independent Flip,6.688,16.514,16.514,0.000,-1.651,7.431,0.000,0.000,8970000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.977136,0.337,16.826,0,Hardware: Independent Flip,6.814,16.826,16.826,0.000,-1.683,7.572,0.000,0.000,8980000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,14.993933,0.336,16.797,0,Hardware: Independent Flip,6.803,16.797,16.797,0.000,-1.680,7.559,0.000,0.000,8990000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.010506,0.331,16.572,0,Hardware: Independent Flip,6.712,16.572,16.572,0.000,-1.657,7.458,0.000,0.000,9000000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.027254,0.335,16.749,0,Hardware: Independent Flip,6.783,16.749,16.749,0.000,-1.675,7.537,0.000,0.000,9010000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.044142,0.338,16.888,0,Hardware: Independent Flip,6.840,16.888,16.888,0.000,-1.689,7.600,0.000,0.000,9020000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.060861,0.334,16.719,0,Hardware: Independent Flip,6.771,16.719,16.719,0.000,-1.672,7.523,0.000,0.000,9030000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.077656,0.336,16.795,0,Hardware: Independent Flip,6.802,16.795,16.795,0.000,-1.679,7.558,0.000,0.000,9040000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.094327,0.333,16.671,0,Hardware: Independent Flip,6.752,16.671,16.671,0.000,-1.667,7.502,0.000,0.000,9050000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.111000,0.333,16.672,0,Hardware: Independent Flip,6.752,16.672,16.672,0.000,-1.667,7.503,0.000,0.000,9060000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.127820,0.336,16.820,0,Hardware: Independent Flip,6.812,16.820,16.820,0.000,-1.682,7.569,0.000,0.000,9070000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.144529,0.334,16.709,0,Hardware: Independent Flip,6.767,16.709,16.709,0.000,-1.671,7.519,0.000,0.000,9080000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.161053,0.330,16.525,0,Hardware: Independent Flip,6.693,16.525,16.525,0.000,-1.652,7.436,0.000,0.000,9090000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.177828,0.335,16.775,0,Hardware: Independent Flip,6.794,16.775,16.775,0.000,-1.677,7.549,0.000,0.000,9100000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.194308,0.330,16.480,0,Hardware: Independent Flip,6.674,16.480,16.480,0.000,-1.648,7.416,0.000,0.000,9110000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.210923,0.332,16.615,0,Hardware: Independent Flip,6.729,16.615,16.615,0.000,-1.661,7.477,0.000,0.000,9120000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.227695,0.335,16.772,0,Hardware: Independent Flip,6.793,16.772,16.772,0.000,-1.677,7.547,0.000,0.000,9130000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.244391,0.334,16.697,0,Hardware: Independent Flip,6.762,16.697,16.697,0.000,-1.670,7.513,0.000,0.000,9140000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.261030,0.333,16.639,0,Hardware: Independent Flip,6.739,16.639,16.639,0.000,-1.664,7.487,0.000,0.000,9150000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.277969,0.339,16.939,0,Hardware: Independent Flip,6.860,16.939,16.939,0.000,-1.694,7.623,0.000,0.000,9160000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.294573,0.332,16.604,0,Hardware: Independent Flip,6.725,16.604,16.604,0.000,-1.660,7.472,0.000,0.000,9170000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.311243,0.333,16.671,0,Hardware: Independent Flip,6.752,16.671,16.671,0.000,-1.667,7.502,0.000,0.000,9180000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.327884,0.333,16.641,0,Hardware: Independent Flip,6.740,16.641,16.641,0.000,-1.664,7.488,0.000,0.000,9190000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.344412,0.331,16.528,0,Hardware: Independent Flip,6.694,16.528,16.528,0.000,-1.653,7.438,0.000,0.000,9200000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.360946,0.331,16.534,0,Hardware: Independent Flip,6.696,16.534,16.534,0.000,-1.653,7.440,0.000,0.000,9210000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.377579,0.333,16.633,0,Hardware: Independent Flip,6.736,16.633,16.633,0.000,-1.663,7.485,0.000,0.000,9220000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.394666,0.342,17.086,0,Hardware: Independent Flip,6.920,17.086,17.086,0.000,-1.709,7.689,0.000,0.000,9230000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.411465,0.336,16.799,0,Hardware: Independent Flip,6.804,16.799,16.799,0.000,-1.680,7.560,0.000,0.000,9240000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.428029,0.331,16.564,0,Hardware: Independent Flip,6.708,16.564,16.564,0.000,-1.656,7.454,0.000,0.000,9250000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.444720,0.334,16.691,0,Hardware: Independent Flip,6.760,16.691,16.691,0.000,-1.669,7.511,0.000,0.000,9260000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.461449,0.335,16.730,0,Hardware: Independent Flip,6.776,16.730,16.730,0.000,-1.673,7.528,0.000,0.000,9270000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.477945,0.330,16.495,0,Hardware: Independent Flip,6.681,16.495,16.495,0.000,-1.650,7.423,0.000,0.000,9280000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.494784,0.337,16.839,0,Hardware: Independent Flip,6.820,16.839,16.839,0.000,-1.684,7.578,0.000,0.000,9290000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.511370,0.332,16.586,0,Hardware: Independent Flip,6.717,16.586,16.586,0.000,-1.659,7.463,0.000,0.000,9300000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.527892,0.330,16.522,0,Hardware: Independent Flip,6.692,16.522,16.522,0.000,-1.652,7.435,0.000,0.000,9310000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.544573,0.334,16.681,0,Hardware: Independent Flip,6.756,16.681,16.681,0.000,-1.668,7.507,0.000,0.000,9320000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.561235,0.333,16.661,0,Hardware: Independent Flip,6.748,16.661,16.661,0.000,-1.666,7.498,0.000,0.000,9330000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.577985,0.335,16.751,0,Hardware: Independent Flip,6.784,16.751,16.751,0.000,-1.675,7.538,0.000,0.000,9340000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.594524,0.331,16.539,0,Hardware: Independent Flip,6.698,16.539,16.539,0.000,-1.654,7.442,0.000,0.000,9350000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.611352,0.337,16.828,0,Hardware: Independent Flip,6.815,16.828,16.828,0.000,-1.683,7.573,0.000,0.000,9360000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.627964,0.332,16.611,0,Hardware: Independent Flip,6.728,16.611,16.611,0.000,-1.661,7.475,0.000,0.000,9370000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.644838,0.337,16.875,0,Hardware: Independent Flip,6.834,16.875,16.875,0.000,-1.687,7.594,0.000,0.000,9380000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.661643,0.336,16.804,0,Hardware: Independent Flip,6.806,16.804,16.804,0.000,-1.680,7.562,0.000,0.000,9390000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.678483,0.337,16.841,0,Hardware: Independent Flip,6.820,16.841,16.841,0.000,-1.684,7.578,0.000,0.000,9400000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.695185,0.334,16.702,0,Hardware: Independent Flip,6.764,16.702,16.702,0.000,-1.670,7.516,0.000,0.000,9410000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.711957,0.335,16.772,0,Hardware: Independent Flip,6.793,16.772,16.772,0.000,-1.677,7.547,0.000,0.000,9420000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.728610,0.333,16.653,0,Hardware: Independent Flip,6.744,16.653,16.653,0.000,-1.665,7.494,0.000,0.000,9430000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.745255,0.333,16.645,0,Hardware: Independent Flip,6.741,16.645,16.645,0.000,-1.664,7.490,0.000,0.000,9440000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.762016,0.335,16.761,0,Hardware: Independent Flip,6.788,16.761,16.761,0.000,-1.676,7.543,0.000,0.000,9450000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.778542,0.331,16.526,0,Hardware: Independent Flip,6.693,16.526,16.526,0.000,-1.653,7.437,0.000,0.000,9460000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.795245,0.334,16.703,0,Hardware: Independent Flip,6.765,16.703,16.703,0.000,-1.670,7.517,0.000,0.000,9470000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.812044,0.336,16.799,0,Hardware: Independent Flip,6.804,16.799,16.799,0.000,-1.680,7.560,0.000,0.000,9480000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.828602,0.331,16.558,0,Hardware: Independent Flip,6.706,16.558,16.558,0.000,-1.656,7.451,0.000,0.000,9490000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.845255,0.333,16.653,0,Hardware: Independent Flip,6.744,16.653,16.653,0.000,-1.665,7.494,0.000,0.000,9500000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.861865,0.332,16.610,0,Hardware: Independent Flip,6.727,16.610,16.610,0.000,-1.661,7.474,0.000,0.000,9510000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.878657,0.336,16.792,0,Hardware: Independent Flip,6.801,16.792,16.792,0.000,-1.679,7.556,0.000,0.000,9520000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.895151,0.330,16.494,0,Hardware: Independent Flip,6.680,16.494,16.494,0.000,-1.649,7.422,0.000,0.000,9530000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.911391,0.325,16.240,0,Hardware: Independent Flip,6.577,16.240,16.240,0.000,-1.624,7.308,0.000,0.000,9540000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.927990,0.332,16.599,0,Hardware: Independent Flip,6.722,16.599,16.599,0.000,-1.660,7.469,0.000,0.000,9550000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.944834,0.337,16.844,0,Hardware: Independent Flip,6.822,16.844,16.844,0.000,-1.684,7.580,0.000,0.000,9560000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.961834,0.340,16.999,0,Hardware: Independent Flip,6.885,16.999,16.999,0.000,-1.700,7.650,0.000,0.000,9570000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.978327,0.330,16.493,0,Hardware: Independent Flip,6.680,16.493,16.493,0.000,-1.649,7.422,0.000,0.000,9580000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,15.994816,0.330,16.489,0,Hardware: Independent Flip,6.678,16.489,16.489,0.000,-1.649,7.420,0.000,0.000,9590000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,16.011557,0.335,16.741,0,Hardware: Independent Flip,6.780,16.741,16.741,0.000,-1.674,7.533,0.000,0.000,9600000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,16.028271,0.334,16.714,0,Hardware: Independent Flip,6.769,16.714,16.714,0.000,-1.671,7.521,0.000,0.000,9610000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,16.044952,0.334,16.681,0,Hardware: Independent Flip,6.756,16.681,16.681,0.000,-1.668,7.507,0.000,0.000,9620000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,16.061421,0.329,16.469,0,Hardware: Independent Flip,6.670,16.469,16.469,0.000,-1.647,7.411,0.000,0.000,9630000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,16.078068,0.333,16.646,0,Hardware: Independent Flip,6.742,16.646,16.646,0.000,-1.665,7.491,0.000,0.000,9640000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,16.094627,0.331,16.559,0,Hardware: Independent Flip,6.707,16.559,16.559,0.000,-1.656,7.452,0.000,0.000,9650000
