Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,FrameType,CPUStartQPC,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,VideoBusy,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency,InstrumentedLatency
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19430000,7.4054,2.9621,4.4432,0.3703,3.7027,3.7027,3.7027,0.0000,16.3898,7.4054,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19440000,6.5262,2.6105,3.9157,0.3263,3.2631,3.2631,3.2631,0.0000,13.9672,6.5262,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19450000,6.1403,2.4561,3.6842,0.3070,3.0701,3.0701,3.0701,0.0000,11.4093,6.1403,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19460000,7.2043,2.8817,4.3226,0.3602,3.6022,3.6022,3.6022,0.0000,14.3469,7.2043,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19470000,9.0144,3.6057,5.4086,0.4507,4.5072,4.5072,4.5072,0.0000,19.2115,9.0144,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19480000,7.9650,3.1860,4.7790,0.3982,3.9825,3.9825,3.9825,0.0000,16.3462,7.9650,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19490000,9.2884,3.7154,5.5731,0.4644,4.6442,4.6442,4.6442,0.0000,20.2578,9.2884,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19500000,6.2093,2.4837,3.7256,0.3105,3.1047,3.1047,3.1047,0.0000,12.3962,6.2093,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19510000,7.9341,3.1736,4.7605,0.3967,3.9671,3.9671,3.9671,0.0000,15.6525,7.9341,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19520000,8.8574,3.5429,5.3144,0.4429,4.4287,4.4287,4.4287,0.0000,18.4352,8.8574,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19530000,5.3437,2.1375,3.2062,0.2672,2.6719,2.6719,2.6719,0.0000,10.4699,5.3437,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19540000,6.4774,2.5910,3.8864,0.3239,3.2387,3.2387,3.2387,0.0000,12.4477,6.4774,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19550000,8.8097,3.5239,5.2858,0.4405,4.4049,4.4049,4.4049,0.0000,17.3243,8.8097,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19560000,7.7331,3.0933,4.6399,0.3867,3.8666,3.8666,3.8666,0.0000,15.2733,7.7331,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19570000,27.2967,12.2835,15.0132,1.5013,15.0132,15.0132,12.2835,0.0000,52.8311,NA,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19580000,8.3122,3.3249,4.9873,0.4156,4.1561,4.1561,4.1561,0.0000,16.3849,8.3122,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19590000,7.8509,3.1404,4.7106,0.3925,3.9255,3.9255,3.9255,0.0000,16.3193,7.8509,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19600000,7.7874,3.1150,4.6725,0.3894,3.8937,3.8937,3.8937,0.0000,12.4661,7.7874,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19610000,7.4451,2.9781,4.4671,0.3723,3.7226,3.7226,3.7226,0.0000,15.8654,7.4451,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19620000,5.8031,2.3212,3.4819,0.2902,2.9015,2.9015,2.9015,0.0000,11.2294,5.8031,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19630000,8.3301,3.3320,4.9981,0.4165,4.1651,4.1651,4.1651,0.0000,17.3462,8.3301,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19640000,7.0562,2.8225,4.2337,0.3528,3.5281,3.5281,3.5281,0.0000,14.0618,7.0562,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19650000,6.4520,2.5808,3.8712,0.3226,3.2260,3.2260,3.2260,0.0000,12.0999,6.4520,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19660000,10.5996,4.2399,6.3598,0.5300,5.2998,5.2998,5.2998,0.0000,19.8356,10.5996,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19670000,7.8502,3.1401,4.7101,0.3925,3.9251,3.9251,3.9251,0.0000,15.5397,7.8502,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19680000,7.3077,2.9231,4.3846,0.3654,3.6538,3.6538,3.6538,0.0000,14.2613,7.3077,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19690000,7.8910,3.1564,4.7346,0.3946,3.9455,3.9455,3.9455,0.0000,15.9942,7.8910,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19700000,7.2651,2.9061,4.3591,0.3633,3.6326,3.6326,3.6326,0.0000,14.8318,7.2651,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19710000,7.8486,3.1394,4.7092,0.3924,3.9243,3.9243,3.9243,0.0000,14.9687,7.8486,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19720000,9.0519,3.6208,5.4312,0.4526,4.5260,4.5260,4.5260,0.0000,18.9540,9.0519,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19730000,7.7427,3.0971,4.6456,0.3871,3.8714,3.8714,3.8714,0.0000,16.9379,7.7427,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19740000,8.9975,3.5990,5.3985,0.4499,4.4988,4.4988,4.4988,0.0000,18.1190,8.9975,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19750000,9.1928,3.6771,5.5157,0.4596,4.5964,4.5964,4.5964,0.0000,17.7676,9.1928,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19760000,6.2059,2.4824,3.7235,0.3103,3.1030,3.1030,3.1030,0.0000,13.5639,6.2059,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19770000,7.3640,2.9456,4.4184,0.3682,3.6820,3.6820,3.6820,0.0000,15.1133,7.3640,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19780000,7.4965,2.9986,4.4979,0.3748,3.7482,3.7482,3.7482,0.0000,16.8939,7.4965,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19790000,7.2470,2.8988,4.3482,0.3624,3.6235,3.6235,3.6235,0.0000,15.9685,7.2470,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19800000,7.8185,3.1274,4.6911,0.3909,3.9093,3.9093,3.9093,0.0000,14.2735,7.8185,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19810000,7.9231,3.1692,4.7539,0.3962,3.9616,3.9616,3.9616,0.0000,15.1252,7.9231,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19820000,7.5770,3.0308,4.5462,0.3788,3.7885,3.7885,3.7885,0.0000,14.0120,7.5770,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19830000,6.8795,2.7518,4.1277,0.3440,3.4397,3.4397,3.4397,0.0000,12.0445,6.8795,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19840000,7.2359,2.8944,4.3416,0.3618,3.6180,3.6180,3.6180,0.0000,14.1561,7.2359,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19850000,5.2913,2.1165,3.1748,0.2646,2.6456,2.6456,2.6456,0.0000,10.9550,5.2913,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19860000,7.8770,3.1508,4.7262,0.3939,3.9385,3.9385,3.9385,0.0000,15.0579,7.8770,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19870000,7.4127,2.9651,4.4476,0.3706,3.7064,3.7064,3.7064,0.0000,14.0197,7.4127,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19880000,6.7470,2.6988,4.0482,0.3374,3.3735,3.3735,3.3735,0.0000,13.0209,6.7470,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19890000,8.8201,3.5280,5.2921,0.4410,4.4100,4.4100,4.4100,0.0000,17.7179,8.8201,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19900000,6.9693,2.7877,4.1816,0.3485,3.4847,3.4847,3.4847,0.0000,15.1004,6.9693,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19910000,7.7235,3.0894,4.6341,0.3862,3.8618,3.8618,3.8618,0.0000,16.1251,7.7235,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19920000,8.8738,3.5495,5.3243,0.4437,4.4369,4.4369,4.4369,0.0000,17.1760,8.8738,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19930000,7.9546,3.1818,4.7728,0.3977,3.9773,3.9773,3.9773,0.0000,15.3702,7.9546,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19940000,7.2052,2.8821,4.3231,0.3603,3.6026,3.6026,3.6026,0.0000,13.8236,7.2052,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19950000,5.4619,2.1847,3.2771,0.2731,2.7309,2.7309,2.7309,0.0000,11.2543,5.4619,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19960000,7.6266,3.0506,4.5759,0.3813,3.8133,3.8133,3.8133,0.0000,15.5350,7.6266,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19970000,8.8785,3.5514,5.3271,0.4439,4.4392,4.4392,4.4392,0.0000,18.7459,8.8785,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19980000,6.0153,2.4061,3.6092,0.3008,3.0077,3.0077,3.0077,0.0000,10.5208,6.0153,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,19990000,7.8727,3.1491,4.7236,0.3936,3.9364,3.9364,3.9364,0.0000,14.6352,7.8727,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20000000,7.9117,3.1647,4.7470,0.3956,3.9559,3.9559,3.9559,0.0000,16.5447,7.9117,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20010000,9.8941,3.9576,5.9364,0.4947,4.9470,4.9470,4.9470,0.0000,18.5508,9.8941,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20020000,7.5126,3.0050,4.5075,0.3756,3.7563,3.7563,3.7563,0.0000,15.5584,7.5126,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20030000,8.9161,3.5664,5.3497,0.4458,4.4581,4.4581,4.4581,0.0000,15.0078,8.9161,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20040000,8.5244,3.4098,5.1147,0.4262,4.2622,4.2622,4.2622,0.0000,16.6330,8.5244,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20050000,7.6343,3.0537,4.5806,0.3817,3.8172,3.8172,3.8172,0.0000,14.7800,7.6343,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20060000,8.0718,3.2287,4.8431,0.4036,4.0359,4.0359,4.0359,0.0000,15.6504,8.0718,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20070000,7.7457,3.0983,4.6474,0.3873,3.8728,3.8728,3.8728,0.0000,14.6393,7.7457,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20080000,6.3759,2.5504,3.8256,0.3188,3.1880,3.1880,3.1880,0.0000,12.0369,6.3759,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20090000,7.8209,3.1284,4.6925,0.3910,3.9104,3.9104,3.9104,0.0000,17.3331,7.8209,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20100000,9.8197,3.9279,5.8918,0.4910,4.9099,4.9099,4.9099,0.0000,20.4381,9.8197,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20110000,8.1866,3.2747,4.9120,0.4093,4.0933,4.0933,4.0933,0.0000,18.0434,8.1866,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20120000,10.2056,4.0822,6.1234,0.5103,5.1028,5.1028,5.1028,0.0000,19.4018,10.2056,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20130000,6.5443,2.6177,3.9266,0.3272,3.2721,3.2721,3.2721,0.0000,12.9834,6.5443,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20140000,7.4473,2.9789,4.4684,0.3724,3.7236,3.7236,3.7236,0.0000,14.1046,7.4473,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20150000,8.5804,3.4322,5.1483,0.4290,4.2902,4.2902,4.2902,0.0000,17.1405,8.5804,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20160000,8.7936,3.5174,5.2762,0.4397,4.3968,4.3968,4.3968,0.0000,17.7431,8.7936,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20170000,7.1303,2.8521,4.2782,0.3565,3.5651,3.5651,3.5651,0.0000,14.0214,7.1303,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20180000,9.3243,3.7297,5.5946,0.4662,4.6621,4.6621,4.6621,0.0000,17.6790,9.3243,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20190000,8.1278,3.2511,4.8767,0.4064,4.0639,4.0639,4.0639,0.0000,17.3990,8.1278,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20200000,7.8333,3.1333,4.7000,0.3917,3.9167,3.9167,3.9167,0.0000,15.8393,7.8333,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20210000,6.7780,2.7112,4.0668,0.3389,3.3890,3.3890,3.3890,0.0000,13.7852,6.7780,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20220000,8.1515,3.2606,4.8909,0.4076,4.0757,4.0757,4.0757,0.0000,14.6687,8.1515,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20230000,7.4423,2.9769,4.4654,0.3721,3.7211,3.7211,3.7211,0.0000,15.3364,7.4423,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20240000,10.1335,4.0534,6.0801,0.5067,5.0668,5.0668,5.0668,0.0000,19.9710,10.1335,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20250000,5.6443,2.2577,3.3866,0.2822,2.8221,2.8221,2.8221,0.0000,11.6073,5.6443,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20260000,8.3450,3.3380,5.0070,0.4172,4.1725,4.1725,4.1725,0.0000,15.6610,8.3450,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20270000,5.7745,2.3098,3.4647,0.2887,2.8873,2.8873,2.8873,0.0000,11.6815,5.7745,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20280000,7.8704,3.1482,4.7222,0.3935,3.9352,3.9352,3.9352,0.0000,17.4981,7.8704,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20290000,5.3230,2.1292,3.1938,0.2661,2.6615,2.6615,2.6615,0.0000,11.8763,5.3230,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20300000,9.1912,3.6765,5.5147,0.4596,4.5956,4.5956,4.5956,0.0000,18.2111,9.1912,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20310000,8.1350,3.2540,4.8810,0.4067,4.0675,4.0675,4.0675,0.0000,16.7107,8.1350,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20320000,7.1871,2.8748,4.3123,0.3594,3.5936,3.5936,3.5936,0.0000,14.1440,7.1871,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20330000,9.0271,3.6108,5.4162,0.4514,4.5135,4.5135,4.5135,0.0000,18.9563,9.0271,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20340000,7.0444,2.8178,4.2267,0.3522,3.5222,3.5222,3.5222,0.0000,15.3992,7.0444,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20350000,6.9909,2.7964,4.1946,0.3495,3.4955,3.4955,3.4955,0.0000,14.5644,6.9909,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20360000,7.9154,3.1662,4.7493,0.3958,3.9577,3.9577,3.9577,0.0000,15.7764,7.9154,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20370000,7.2626,2.9050,4.3576,0.3631,3.6313,3.6313,3.6313,0.0000,13.3364,7.2626,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20380000,7.8339,3.1335,4.7003,0.3917,3.9169,3.9169,3.9169,0.0000,15.6148,7.8339,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20390000,6.2392,2.4957,3.7435,0.3120,3.1196,3.1196,3.1196,0.0000,12.6890,6.2392,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20400000,6.0243,2.4097,3.6146,0.3012,3.0122,3.0122,3.0122,0.0000,12.2474,6.0243,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20410000,8.6478,3.4591,5.1887,0.4324,4.3239,4.3239,4.3239,0.0000,17.7798,8.6478,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20420000,6.9704,2.7881,4.1822,0.3485,3.4852,3.4852,3.4852,0.0000,13.7556,6.9704,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20430000,10.1831,4.0732,6.1099,0.5092,5.0916,5.0916,5.0916,0.0000,20.8529,10.1831,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20440000,7.7018,3.0807,4.6211,0.3851,3.8509,3.8509,3.8509,0.0000,16.6878,7.7018,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20450000,6.9256,2.7702,4.1553,0.3463,3.4628,3.4628,3.4628,0.0000,13.0959,6.9256,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20460000,5.2165,2.0866,3.1299,0.2608,2.6082,2.6082,2.6082,0.0000,9.8633,5.2165,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20470000,6.9758,2.7903,4.1855,0.3488,3.4879,3.4879,3.4879,0.0000,14.9761,6.9758,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20480000,8.3636,3.3455,5.0182,0.4182,4.1818,4.1818,4.1818,0.0000,15.5404,8.3636,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20490000,7.5073,3.0029,4.5044,0.3754,3.7536,3.7536,3.7536,0.0000,15.5609,7.5073,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20500000,8.4941,3.3977,5.0965,0.4247,4.2471,4.2471,4.2471,0.0000,16.5418,8.4941,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20510000,9.0044,3.6017,5.4026,0.4502,4.5022,4.5022,4.5022,0.0000,17.2035,9.0044,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20520000,7.2094,2.8838,4.3257,0.3605,3.6047,3.6047,3.6047,0.0000,15.1486,7.2094,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20530000,5.0996,2.0398,3.0597,0.2550,2.5498,2.5498,2.5498,0.0000,10.2740,5.0996,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,20540000,10.9804,4.3922,6.5882,0.5490,5.4902,5.4902,5.4902,0.0000,22.2775,10.9804,NA,NA,NA,NA,NA,NA
