Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,WasBatched,DwmNotified,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.265772,6.524,6.524,0.130,2.936,6.524
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.273021,7.250,7.250,0.145,3.262,7.250
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.278895,5.873,5.873,0.117,2.643,5.873
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.285916,7.021,7.021,0.140,3.160,7.021
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.293073,7.157,7.157,0.143,3.221,7.157
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.300915,7.842,7.842,0.157,3.529,7.842
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.307721,6.806,6.806,0.136,3.063,6.806
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.317215,9.494,9.494,0.190,4.272,9.494
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.326632,9.417,9.417,0.188,4.237,9.417
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.334847,8.215,8.215,0.164,3.697,8.215
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.342758,7.911,7.911,0.158,3.560,7.911
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.352160,9.402,9.402,0.188,4.231,9.402
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.357929,5.769,5.769,0.115,2.596,5.769
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.365019,7.090,7.090,0.142,3.190,7.090
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.371598,6.579,6.579,0.132,2.960,6.579
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.379356,7.759,7.759,0.155,3.491,7.759
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.385931,6.575,6.575,0.131,2.959,6.575
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.395541,9.610,9.610,0.192,4.325,9.610
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.402456,6.915,6.915,0.138,3.112,6.915
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.410329,7.873,7.873,0.157,3.543,7.873
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.419359,9.030,9.030,0.181,4.064,9.030
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.425147,5.788,5.788,0.116,2.604,5.788
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.434940,9.794,9.794,0.196,4.407,9.794
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.444310,9.370,9.370,0.187,4.216,9.370
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.452974,8.664,8.664,0.173,3.899,8.664
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.460436,7.462,7.462,0.149,3.358,7.462
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.466233,5.797,5.797,0.116,2.609,5.797
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.473869,7.636,7.636,0.153,3.436,7.636
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.481170,7.302,7.302,0.146,3.286,7.302
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.488284,7.113,7.113,0.142,3.201,7.113
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.497488,9.204,9.204,0.184,4.142,9.204
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.506938,9.451,9.451,0.189,4.253,9.451
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.514777,7.838,7.838,0.157,3.527,7.838
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.524063,9.286,9.286,0.186,4.179,9.286
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.532668,8.606,8.606,0.172,3.873,8.606
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.540281,7.613,7.613,0.152,3.426,7.613
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.547945,7.664,7.664,0.153,3.449,7.664
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.555700,7.755,7.755,0.155,3.490,7.755
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.563768,8.068,8.068,0.161,3.631,8.068
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.571902,8.134,8.134,0.163,3.660,8.134
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.578989,7.088,7.088,0.142,3.189,7.088
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.587641,8.652,8.652,0.173,3.893,8.652
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.593924,6.283,6.283,0.126,2.827,6.283
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.601307,7.383,7.383,0.148,3.322,7.383
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.611300,9.993,9.993,0.200,4.497,9.993
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.617986,6.687,6.687,0.134,3.009,6.687
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.647314,29.328,29.328,0.587,14.517,29.328
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.654266,6.952,6.952,0.139,3.128,6.952
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.661598,7.332,7.332,0.147,3.299,7.332
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.669384,7.786,7.786,0.156,3.504,7.786
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.676562,7.178,7.178,0.144,3.230,7.178
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.685463,8.901,8.901,0.178,4.006,8.901
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.692645,7.182,7.182,0.144,3.232,7.182
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.699697,7.052,7.052,0.141,3.173,7.052
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.707628,7.931,7.931,0.159,3.569,7.931
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.715705,8.077,8.077,0.162,3.635,8.077
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.723381,7.676,7.676,0.154,3.454,7.676
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.731899,8.518,8.518,0.170,3.833,8.518
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.739541,7.642,7.642,0.153,3.439,7.642
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.748546,9.005,9.005,0.180,4.052,9.005
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.755490,6.944,6.944,0.139,3.125,6.944
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.763065,7.576,7.576,0.152,3.409,7.576
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.770469,7.403,7.403,0.148,3.331,7.403
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.778611,8.143,8.143,0.163,3.664,8.143
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.787665,9.053,9.053,0.181,4.074,9.053
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.794408,6.744,6.744,0.135,3.035,6.744
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.803018,8.610,8.610,0.172,3.874,8.610
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.811638,8.620,8.620,0.172,3.879,8.620
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.818382,6.744,6.744,0.135,3.035,6.744
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.826297,7.915,7.915,0.158,3.562,7.915
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.834823,8.526,8.526,0.171,3.837,8.526
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.844008,9.185,9.185,0.184,4.133,9.185
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.850036,6.028,6.028,0.121,2.713,6.028
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.858060,8.024,8.024,0.160,3.611,8.024
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.864699,6.639,6.639,0.133,2.988,6.639
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.872813,8.114,8.114,0.162,3.651,8.114
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.878360,5.547,5.547,0.111,2.496,5.547
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.886695,8.335,8.335,0.167,3.751,8.335
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.894080,7.385,7.385,0.148,3.323,7.385
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.902697,8.617,8.617,0.172,3.878,8.617
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.910904,8.207,8.207,0.164,3.693,8.207
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.917455,6.551,6.551,0.131,2.948,6.551
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.926768,9.313,9.313,0.186,4.191,9.313
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.934007,7.239,7.239,0.145,3.258,7.239
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.940093,6.086,6.086,0.122,2.739,6.086
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.948753,8.660,8.660,0.173,3.897,8.660
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.957078,8.325,8.325,0.167,3.746,8.325
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.963978,6.899,6.899,0.138,3.105,6.899
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.972915,8.937,8.937,0.179,4.022,8.937
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.981092,8.177,8.177,0.164,3.680,8.177
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.988678,7.586,7.586,0.152,3.414,7.586
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,32.995146,6.468,6.468,0.129,2.910,6.468
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.002920,7.774,7.774,0.155,3.498,7.774
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.013062,10.142,10.142,0.203,4.564,10.142
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.020340,7.278,7.278,0.146,3.275,7.278
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.028678,8.338,8.338,0.167,3.752,8.338
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.036875,8.198,8.198,0.164,3.689,8.198
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.046773,9.897,9.897,0.198,4.454,9.897
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.053089,6.317,6.317,0.126,2.843,6.317
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.059511,6.421,6.421,0.128,2.890,6.421
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.067973,8.462,8.462,0.169,3.808,8.462
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.075048,7.076,7.076,0.142,3.184,7.076
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.083696,8.647,8.647,0.173,3.891,8.647
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.092140,8.444,8.444,0.169,3.800,8.444
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.099894,7.754,7.754,0.155,3.489,7.754
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.107476,7.583,7.583,0.152,3.412,7.583
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.113667,6.191,6.191,0.124,2.786,6.191
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.122867,9.200,9.200,0.184,4.140,9.200
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.131719,8.852,8.852,0.177,3.983,8.852
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.139328,7.609,7.609,0.152,3.424,7.609
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.147121,7.793,7.793,0.156,3.507,7.793
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.156506,9.385,9.385,0.188,4.223,9.385
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.166766,10.260,10.260,0.205,4.617,10.260
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.177161,10.394,10.394,0.208,4.677,10.394
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.186535,9.374,9.374,0.187,4.218,9.374
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.195583,9.049,9.049,0.181,4.072,9.049
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.200906,5.323,5.323,0.106,2.395,5.323
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.208841,7.935,7.935,0.159,3.571,7.935
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.216729,7.888,7.888,0.158,3.549,7.888
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.223985,7.256,7.256,0.145,3.265,7.256
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.230842,6.857,6.857,0.137,3.086,6.857
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.238796,7.954,7.954,0.159,3.579,7.954
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.246662,7.866,7.866,0.157,3.540,7.866
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.253642,6.980,6.980,0.140,3.141,6.980
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.261506,7.864,7.864,0.157,3.539,7.864
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.270434,8.928,8.928,0.179,4.018,8.928
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.277617,7.183,7.183,0.144,3.232,7.183
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.285784,8.167,8.167,0.163,3.675,8.167
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.293992,8.208,8.208,0.164,3.694,8.208
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.302515,8.522,8.522,0.170,3.835,8.522
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.310511,7.996,7.996,0.160,3.598,7.996
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.317477,6.967,6.967,0.139,3.135,6.967
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.326915,9.438,9.438,0.189,4.247,9.438
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.335996,9.081,9.081,0.182,4.086,9.081
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.344841,8.845,8.845,0.177,3.980,8.845
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.353569,8.728,8.728,0.175,3.928,8.728
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.358287,4.718,4.718,0.094,2.123,4.718
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.368177,9.890,9.890,0.198,4.450,9.890
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.377691,9.514,9.514,0.190,4.281,9.514
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.385609,7.918,7.918,0.158,3.563,7.918
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.394458,8.849,8.849,0.177,3.982,8.849
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.401342,6.883,6.883,0.138,3.098,6.883
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.408031,6.689,6.689,0.134,3.010,6.689
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.416010,7.979,7.979,0.160,3.591,7.979
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.422430,6.420,6.420,0.128,2.889,6.420
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.432127,9.697,9.697,0.194,4.364,9.697
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.440687,8.560,8.560,0.171,3.852,8.560
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.448674,7.986,7.986,0.160,3.594,7.986
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.455742,7.068,7.068,0.141,3.181,7.068
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.462429,6.688,6.688,0.134,3.009,6.688
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.471515,9.086,9.086,0.182,4.089,9.086
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.477808,6.293,6.293,0.126,2.832,6.293
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.485931,8.123,8.123,0.162,3.655,8.123
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.492937,7.006,7.006,0.140,3.153,7.006
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.500434,7.497,7.497,0.150,3.374,7.497
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.508681,8.247,8.247,0.165,3.711,8.247
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.516184,7.503,7.503,0.150,3.376,7.503
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.524194,8.010,8.010,0.160,3.605,8.010
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.533162,8.967,8.967,0.179,4.035,8.967
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.541473,8.312,8.312,0.166,3.740,8.312
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.550582,9.108,9.108,0.182,4.099,9.108
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.558910,8.328,8.328,0.167,3.748,8.328
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.565640,6.731,6.731,0.135,3.029,6.731
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.574360,8.720,8.720,0.174,3.924,8.720
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.582665,8.304,8.304,0.166,3.737,8.304
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.590413,7.748,7.748,0.155,3.487,7.748
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.596690,6.277,6.277,0.126,2.825,6.277
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.605077,8.387,8.387,0.168,3.774,8.387
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.613146,8.069,8.069,0.161,3.631,8.069
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.621366,8.220,8.220,0.164,3.699,8.220
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.629446,8.080,8.080,0.162,3.636,8.080
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.637666,8.220,8.220,0.164,3.699,8.220
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.645064,7.398,7.398,0.148,3.329,7.398
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.651012,5.948,5.948,0.119,2.677,5.948
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,0,0,0,33.658154,7.142,7.142,0.143,3.214,7.142
