frame_index,timestamp_seconds,frame_time_ms,fps
2008,29.474928,6.376,156.84
2009,29.482749,7.821,127.86
2010,29.492569,9.820,101.84
2011,29.500755,8.187,122.15
2012,29.510961,10.206,97.99
2013,29.517505,6.544,152.81
2014,29.524952,7.447,134.28
2015,29.533533,8.580,116.54
2016,29.542326,8.794,113.72
2017,29.549457,7.130,140.25
2018,29.558781,9.324,107.25
2019,29.566909,8.128,123.03
2020,29.574742,7.833,127.66
2021,29.581520,6.778,147.54
2022,29.589672,8.151,122.68
2023,29.597114,7.442,134.37
2024,29.607247,10.134,98.68
2025,29.612892,5.644,177.17
2026,29.621237,8.345,119.83
2027,29.627011,5.775,173.17
2028,29.634882,7.870,127.06
2029,29.640205,5.323,187.87
2030,29.649396,9.191,108.80
2031,29.657531,8.135,122.93
2032,29.664718,7.187,139.14
2033,29.673745,9.027,110.78
2034,29.680789,7.044,141.96
2035,29.687780,6.991,143.04
2036,29.695696,7.915,126.34
2037,29.702958,7.263,137.69
2038,29.710792,7.834,127.65
2039,29.717031,6.239,160.28
2040,29.723056,6.024,165.99
2041,29.731703,8.648,115.64
2042,29.738674,6.970,143.46
2043,29.748857,10.183,98.20
2044,29.756559,7.702,129.84
2045,29.763484,6.926,144.39
2046,29.768701,5.216,191.70
2047,29.775677,6.976,143.35
2048,29.784040,8.364,119.57
2049,29.791548,7.507,133.20
2050,29.800042,8.494,117.73
2051,29.809046,9.004,111.06
2052,29.816255,7.209,138.71
2053,29.821355,5.100,196.09
2054,29.832335,10.980,91.07
2055,29.840154,7.819,127.90
2056,29.847190,7.036,142.13
2057,29.854956,7.766,128.77
2058,29.863961,9.005,111.05
2059,29.870808,6.848,146.04
2060,29.879328,8.520,117.38
2061,29.886034,6.706,149.12
2062,29.891840,5.806,172.23
2063,29.900243,8.403,119.01
2064,29.910166,9.923,100.77
2065,29.916372,6.207,161.12
2066,29.924534,8.162,122.52
2067,29.933446,8.912,112.21
2068,29.940450,7.004,142.77
2069,29.945841,5.390,185.52
2070,29.953172,7.331,136.40
2071,29.960227,7.055,141.74
2072,29.967049,6.822,146.58
2073,29.973847,6.797,147.12
2074,29.981517,7.670,130.38
2075,29.990003,8.486,117.84
2076,29.996819,6.816,146.71
2077,30.005069,8.250,121.21
2078,30.013608,8.539,117.11
2079,30.022773,9.165,109.11
2080,30.029573,6.800,147.07
2081,30.036246,6.673,149.86
2082,30.043524,7.278,137.40
2083,30.052230,8.707,114.86
2084,30.056262,4.032,248.02
2085,30.060877,4.615,216.69
2086,30.070731,9.854,101.48
2087,30.076564,5.833,171.45
2088,30.086033,9.469,105.61
2089,30.094387,8.355,119.69
2090,30.101538,7.150,139.85
2091,30.111281,9.743,102.64
2092,30.120852,9.571,104.48
2093,30.126449,5.597,178.65
2094,30.134389,7.940,125.95
2095,30.142942,8.553,116.91
2096,30.149993,7.050,141.84
2097,30.159843,9.851,101.51
2098,30.166861,7.018,142.49
2099,30.175207,8.345,119.83
2100,30.183421,8.214,121.74
2101,30.191182,7.761,128.85
2102,30.200215,9.033,110.70
2103,30.208366,8.151,122.68
2104,30.214747,6.381,156.72
2105,30.223747,9.000,111.11
2106,30.229568,5.821,171.79
2107,30.237761,8.193,122.05
2108,30.273173,35.412,28.24
2109,30.281140,7.967,125.52
2110,30.287816,6.676,149.79
2111,30.296094,8.278,120.81
2112,30.303671,7.578,131.96
2113,30.311184,7.513,133.11
2114,30.318301,7.117,140.51
2115,30.325859,7.558,132.32
2116,30.334572,8.714,114.76
2117,30.340266,5.694,175.63
2118,30.349260,8.994,111.19
2119,30.356650,7.390,135.31
2120,30.364890,8.241,121.35
2121,30.373578,8.688,115.10
2122,30.380969,7.391,135.31
2123,30.389792,8.823,113.34
2124,30.396497,6.705,149.14
2125,30.405247,8.750,114.28
2126,30.413188,7.941,125.92
2127,30.422049,8.861,112.85
2128,30.429717,7.667,130.42
2129,30.438340,8.623,115.97
2130,30.444627,6.287,159.06
2131,30.453545,8.918,112.13
2132,30.460575,7.031,142.23
2133,30.469164,8.588,116.43
2134,30.476977,7.813,127.99
2135,30.486592,9.615,104.00
2136,30.494259,7.667,130.42
2137,30.501305,7.046,141.93
2138,30.508692,7.387,135.38
2139,30.516991,8.299,120.50
2140,30.524691,7.701,129.86
2141,30.532132,7.441,134.39
2142,30.540059,7.927,126.15
2143,30.549903,9.843,101.59
2144,30.556717,6.814,146.75
2145,30.565047,8.330,120.05
2146,30.573259,8.212,121.78
2147,30.579367,6.108,163.72
2148,30.585447,6.081,164.46
2149,30.593409,7.962,125.60
2150,30.599385,5.975,167.35
2151,30.607350,7.965,125.55
2152,30.614713,7.363,135.81
2153,30.621222,6.509,153.63
2154,30.628446,7.224,138.44
2155,30.637309,8.864,112.82
2156,30.645063,7.753,128.98
2157,30.651782,6.720,148.81
2158,30.658604,6.822,146.59
2159,30.667119,8.515,117.45
2160,30.674863,7.745,129.12
2161,30.682823,7.960,125.63
2162,30.692093,9.270,107.88
2163,30.700773,8.680,115.21
2164,30.709516,8.744,114.36
2165,30.717426,7.909,126.43
2166,30.727121,9.695,103.15
2167,30.734196,7.076,141.33
2168,30.742301,8.105,123.38
2169,30.750633,8.332,120.02
2170,30.757697,7.064,141.57
2171,30.765120,7.423,134.71
2172,30.773402,8.282,120.75
2173,30.781782,8.380,119.33
2174,30.791333,9.550,104.71
2175,30.798934,7.601,131.55
2176,30.805488,6.554,152.57
2177,30.812581,7.093,140.99
2178,30.820202,7.621,131.22
2179,30.826430,6.228,160.56
2180,30.833494,7.064,141.56
2181,30.838947,5.453,183.38
2182,30.845699,6.752,148.11
2183,30.852855,7.156,139.73
2184,30.861755,8.900,112.36
2185,30.871501,9.746,102.60
2186,30.879163,7.662,130.51
2187,30.885886,6.723,148.75
2188,30.892931,7.045,141.95
2189,30.902184,9.253,108.07
2190,30.910928,8.744,114.37
2191,30.917919,6.991,143.04
2192,30.925106,7.187,139.14
2193,30.931965,6.859,145.80
2194,30.938846,6.882,145.32
2195,30.946994,8.148,122.73
2196,30.956619,9.625,103.90
2197,30.964823,8.204,121.90
2198,30.969643,4.820,207.46
2199,30.977539,7.896,126.65
2200,30.985116,7.577,131.97
2201,30.992081,6.964,143.59
2202,30.999880,7.799,128.22
2203,31.005999,6.119,163.43
2204,31.014649,8.650,115.60
2205,31.025181,10.532,94.95
2206,31.033544,8.363,119.57
2207,31.040221,6.677,149.77
2208,31.048245,8.024,124.62
2209,31.055659,7.414,134.89
2210,31.063170,7.512,133.13
2211,31.073727,10.556,94.73
2212,31.080758,7.031,142.22
2213,31.087308,6.550,152.68
2214,31.096473,9.165,109.11
2215,31.104271,7.798,128.24
2216,31.111500,7.229,138.33
2217,31.120011,8.510,117.50
2218,31.127852,7.842,127.52
2219,31.138056,10.204,98.00
2220,31.145323,7.266,137.62
2221,31.152263,6.941,144.08
2222,31.160700,8.436,118.53
2223,31.168663,7.963,125.58
2224,31.177441,8.778,113.92
2225,31.185568,8.128,123.04
2226,31.193838,8.270,120.93
2227,31.203213,9.375,106.67
2228,31.209257,6.045,165.44
2229,31.218060,8.803,113.60
2230,31.226516,8.456,118.27
2231,31.231481,4.966,201.37
2232,31.239611,8.130,123.01
2233,31.247212,7.601,131.56
2234,31.254162,6.950,143.88
2235,31.260952,6.790,147.27
2236,31.268716,7.763,128.81
2237,31.277267,8.551,116.94
2238,31.283429,6.162,162.29
2239,31.291042,7.613,131.36
2240,31.298822,7.780,128.53
2241,31.305155,6.333,157.91
2242,31.312138,6.983,143.20
2243,31.319298,7.161,139.65
2244,31.325836,6.538,152.95
2245,31.333929,8.093,123.57
2246,31.340336,6.406,156.10
2247,31.347624,7.289,137.20
2248,31.355030,7.406,135.03
2249,31.361643,6.613,151.22
2250,31.369233,7.590,131.75
2251,31.378144,8.912,112.21
2252,31.385845,7.701,129.85
2253,31.393527,7.681,130.18
2254,31.401231,7.704,129.80
2255,31.406504,5.274,189.62
2256,31.416433,9.928,100.72
2257,31.424032,7.599,131.59
2258,31.431249,7.217,138.56
2259,31.459279,28.031,35.68
2260,31.469411,10.132,98.70
2261,31.476193,6.782,147.44
2262,31.483692,7.498,133.36
2263,31.492787,9.096,109.94
2264,31.500914,8.127,123.05
2265,31.509290,8.375,119.40
2266,31.514847,5.558,179.93
2267,31.522554,7.706,129.76
2268,31.528329,5.776,173.14
2269,31.536745,8.416,118.82
2270,31.543834,7.089,141.07
2271,31.552896,9.062,110.35
2272,31.561008,8.112,123.27
2273,31.569244,8.237,121.41
2274,31.577190,7.946,125.86
2275,31.584235,7.046,141.93
2276,31.591556,7.320,136.60
2277,31.600773,9.217,108.50
2278,31.607663,6.890,145.13
2279,31.615818,8.155,122.62
2280,31.624381,8.563,116.79
2281,31.633425,9.044,110.57
2282,31.641347,7.921,126.24
2283,31.649169,7.822,127.84
2284,31.658617,9.448,105.84
2285,31.665502,6.885,145.24
2286,31.674192,8.690,115.08
2287,31.682681,8.489,117.79
2288,31.689637,6.955,143.78
2289,31.695983,6.346,157.58
2290,31.705247,9.264,107.94
2291,31.714287,9.040,110.62
2292,31.721598,7.311,136.78
2293,31.727569,5.971,167.48
2294,31.735488,7.920,126.27
2295,31.743270,7.781,128.51
2296,31.749441,6.171,162.04
2297,31.758492,9.051,110.48
2298,31.766706,8.213,121.76
2299,31.773985,7.279,137.38
2300,31.781031,7.046,141.92
2301,31.788876,7.845,127.48
2302,31.797452,8.577,116.60
2303,31.805537,8.085,123.69
2304,31.814059,8.522,117.35
2305,31.822881,8.823,113.34
2306,31.828549,5.668,176.44
2307,31.836837,8.287,120.66
2308,31.844215,7.379,135.53
2309,31.851798,7.583,131.87
2310,31.858432,6.633,150.76
2311,31.865844,7.413,134.91
2312,31.872544,6.700,149.26
2313,31.879821,7.277,137.41
2314,31.887274,7.452,134.18
2315,31.895672,8.399,119.07
2316,31.902823,7.150,139.86
2317,31.909443,6.621,151.04
2318,31.916336,6.892,145.09
2319,31.924761,8.425,118.69
2320,31.932044,7.283,137.30
2321,31.939420,7.376,135.58
2322,31.946916,7.496,133.41
2323,31.953657,6.741,148.35
2324,31.961372,7.715,129.62
2325,31.966753,5.382,185.82
2326,31.975335,8.582,116.53
2327,31.982932,7.597,131.63
2328,31.992049,9.117,109.68
2329,31.999164,7.114,140.56
2330,32.006380,7.216,138.58
2331,32.015334,8.954,111.68
2332,32.022810,7.476,133.76
2333,32.030430,7.620,131.23
2334,32.037011,6.581,151.95
2335,32.044952,7.940,125.94
2336,32.052541,7.590,131.76
2337,32.058681,6.140,162.86
2338,32.066760,8.078,123.79
2339,32.073313,6.553,152.60
2340,32.081161,7.849,127.41
2341,32.090097,8.935,111.91
2342,32.098916,8.819,113.39
2343,32.107495,8.579,116.56
2344,32.114169,6.674,149.84
2345,32.122573,8.404,118.99
2346,32.129755,7.182,139.24
2347,32.137226,7.471,133.86
2348,32.144420,7.195,138.99
2349,32.152034,7.613,131.35
2350,32.161023,8.989,111.24
2351,32.169806,8.783,113.86
2352,32.176020,6.214,160.92
2353,32.182011,5.991,166.91
2354,32.188733,6.722,148.76
2355,32.197152,8.419,118.79
2356,32.205302,8.150,122.70
2357,32.212138,6.836,146.29
2358,32.222622,10.484,95.39
2359,32.229418,6.796,147.15
2360,32.236514,7.097,140.91
2361,32.244583,8.068,123.94
2362,32.253801,9.218,108.48
2363,32.259247,5.447,183.59
2364,32.265772,6.524,153.27
2365,32.273021,7.250,137.94
2366,32.278895,5.873,170.27
2367,32.285916,7.021,142.42
2368,32.293073,7.157,139.71
2369,32.300915,7.842,127.52
2370,32.307721,6.806,146.93
2371,32.317215,9.494,105.33
2372,32.326632,9.417,106.20
2373,32.334847,8.215,121.73
2374,32.342758,7.911,126.40
2375,32.352160,9.402,106.36
2376,32.357929,5.769,173.34
2377,32.365019,7.090,141.05
2378,32.371598,6.579,152.00
2379,32.379356,7.759,128.89
2380,32.385931,6.575,152.10
2381,32.395541,9.610,104.05
2382,32.402456,6.915,144.61
2383,32.410329,7.873,127.02
2384,32.419359,9.030,110.74
2385,32.425147,5.788,172.78
2386,32.434940,9.794,102.11
2387,32.444310,9.370,106.73
2388,32.452974,8.664,115.42
2389,32.460436,7.462,134.01
2390,32.466233,5.797,172.51
2391,32.473869,7.636,130.96
2392,32.481170,7.302,136.96
2393,32.488284,7.113,140.58
2394,32.497488,9.204,108.65
2395,32.506938,9.451,105.81
2396,32.514777,7.838,127.58
2397,32.524063,9.286,107.69
2398,32.532668,8.606,116.20
2399,32.540281,7.613,131.36
2400,32.547945,7.664,130.48
2401,32.555700,7.755,128.95
2402,32.563768,8.068,123.95
2403,32.571902,8.134,122.95
2404,32.578989,7.088,141.09
2405,32.587641,8.652,115.59
2406,32.593924,6.283,159.16
2407,32.601307,7.383,135.45
2408,32.611300,9.993,100.07
2409,32.617986,6.687,149.55
2410,32.647314,29.328,34.10
2411,32.654266,6.952,143.84
2412,32.661598,7.332,136.39
2413,32.669384,7.786,128.44
2414,32.676562,7.178,139.32
2415,32.685463,8.901,112.35
2416,32.692645,7.182,139.24
2417,32.699697,7.052,141.80
2418,32.707628,7.931,126.08
2419,32.715705,8.077,123.81
2420,32.723381,7.676,130.28
2421,32.731899,8.518,117.39
2422,32.739541,7.642,130.85
2423,32.748546,9.005,111.05
2424,32.755490,6.944,144.01
2425,32.763065,7.576,132.00
2426,32.770469,7.403,135.07
2427,32.778611,8.143,122.81
2428,32.787665,9.053,110.45
2429,32.794408,6.744,148.29
2430,32.803018,8.610,116.15
2431,32.811638,8.620,116.01
2432,32.818382,6.744,148.28
2433,32.826297,7.915,126.35
2434,32.834823,8.526,117.29
2435,32.844008,9.185,108.87
2436,32.850036,6.028,165.88
2437,32.858060,8.024,124.63
2438,32.864699,6.639,150.62
2439,32.872813,8.114,123.25
2440,32.878360,5.547,180.29
2441,32.886695,8.335,119.97
2442,32.894080,7.385,135.40
2443,32.902697,8.617,116.05
2444,32.910904,8.207,121.85
2445,32.917455,6.551,152.65
2446,32.926768,9.313,107.38
2447,32.934007,7.239,138.14
2448,32.940093,6.086,164.31
2449,32.948753,8.660,115.47
2450,32.957078,8.325,120.12
2451,32.963978,6.899,144.94
2452,32.972915,8.937,111.90
2453,32.981092,8.177,122.29
2454,32.988678,7.586,131.82
2455,32.995146,6.468,154.62
2456,33.002920,7.774,128.64
2457,33.013062,10.142,98.60
2458,33.020340,7.278,137.41
2459,33.028678,8.338,119.93
2460,33.036875,8.198,121.99
2461,33.046773,9.897,101.04
2462,33.053089,6.317,158.31
2463,33.059511,6.421,155.73
2464,33.067973,8.462,118.17
2465,33.075048,7.076,141.33
2466,33.083696,8.647,115.64
2467,33.092140,8.444,118.43
2468,33.099894,7.754,128.97
2469,33.107476,7.583,131.88
2470,33.113667,6.191,161.53
2471,33.122867,9.200,108.69
2472,33.131719,8.852,112.97
2473,33.139328,7.609,131.43
2474,33.147121,7.793,128.31
2475,33.156506,9.385,106.55
2476,33.166766,10.260,97.46
2477,33.177161,10.394,96.21
2478,33.186535,9.374,106.68
2479,33.195583,9.049,110.51
2480,33.200906,5.323,187.87
2481,33.208841,7.935,126.02
2482,33.216729,7.888,126.78
2483,33.223985,7.256,137.82
2484,33.230842,6.857,145.83
2485,33.238796,7.954,125.73
2486,33.246662,7.866,127.13
2487,33.253642,6.980,143.27
2488,33.261506,7.864,127.17
2489,33.270434,8.928,112.01
2490,33.277617,7.183,139.22
2491,33.285784,8.167,122.44
2492,33.293992,8.208,121.83
2493,33.302515,8.522,117.34
2494,33.310511,7.996,125.06
2495,33.317477,6.967,143.54
2496,33.326915,9.438,105.95
2497,33.335996,9.081,110.12
2498,33.344841,8.845,113.06
2499,33.353569,8.728,114.57
2500,33.358287,4.718,211.95
2501,33.368177,9.890,101.12
2502,33.377691,9.514,105.11
2503,33.385609,7.918,126.29
2504,33.394458,8.849,113.00
2505,33.401342,6.883,145.28
2506,33.408031,6.689,149.50
2507,33.416010,7.979,125.32
2508,33.422430,6.420,155.76
2509,33.432127,9.697,103.12
2510,33.440687,8.560,116.82
2511,33.448674,7.986,125.22
2512,33.455742,7.068,141.48
2513,33.462429,6.688,149.53
2514,33.471515,9.086,110.06
2515,33.477808,6.293,158.91
2516,33.485931,8.123,123.11
2517,33.492937,7.006,142.73
2518,33.500434,7.497,133.38
2519,33.508681,8.247,121.25
2520,33.516184,7.503,133.28
2521,33.524194,8.010,124.84
2522,33.533162,8.967,111.52
2523,33.541473,8.312,120.31
2524,33.550582,9.108,109.79
2525,33.558910,8.328,120.08
2526,33.565640,6.731,148.57
2527,33.574360,8.720,114.68
2528,33.582665,8.304,120.42
2529,33.590413,7.748,129.07
2530,33.596690,6.277,159.30
2531,33.605077,8.387,119.23
2532,33.613146,8.069,123.93
2533,33.621366,8.220,121.65
2534,33.629446,8.080,123.76
2535,33.637666,8.220,121.66
2536,33.645064,7.398,135.17
2537,33.651012,5.948,168.12
2538,33.658154,7.142,140.01
2539,33.666368,8.214,121.75
2540,33.674642,8.274,120.86
2541,33.682180,7.537,132.67
2542,33.688154,5.974,167.39
2543,33.695571,7.417,134.83
2544,33.703935,8.364,119.56
2545,33.712121,8.186,122.16
2546,33.718338,6.217,160.85
2547,33.728655,10.317,96.92
2548,33.737581,8.926,112.03
2549,33.745337,7.757,128.92
2550,33.752700,7.362,135.82
2551,33.761158,8.458,118.23
2552,33.767776,6.617,151.12
2553,33.775348,7.573,132.05
2554,33.782751,7.403,135.08
2555,33.790598,7.847,127.44
2556,33.799794,9.196,108.75
2557,33.809169,9.376,106.66
2558,33.816004,6.834,146.32
2559,33.823044,7.040,142.04
2560,33.831026,7.982,125.29
2561,33.857129,26.103,38.31
2562,33.864817,7.689,130.06
2563,33.874083,9.266,107.92
2564,33.882519,8.436,118.54
2565,33.889644,7.125,140.35
2566,33.898354,8.710,114.81
2567,33.907364,9.010,110.98
2568,33.916656,9.291,107.63
2569,33.922508,5.853,170.86
2570,33.929901,7.392,135.27
2571,33.936348,6.447,155.11
2572,33.942486,6.138,162.93
2573,33.950818,8.332,120.02
2574,33.956862,6.044,165.44
2575,33.966114,9.252,108.08
2576,33.975247,9.132,109.50
2577,33.982331,7.085,141.15
2578,33.992323,9.992,100.08
2579,33.999408,7.086,141.13
2580,34.006050,6.642,150.56
2581,34.012801,6.750,148.14
2582,34.020995,8.194,122.04
2583,34.029646,8.651,115.59
2584,34.036345,6.699,149.28
2585,34.042521,6.177,161.90
2586,34.049454,6.933,144.25
2587,34.055623,6.169,162.09
2588,34.064370,8.746,114.33
2589,34.073416,9.046,110.54
2590,34.080575,7.159,139.68
2591,34.090084,9.509,105.17
2592,34.096762,6.678,149.75
2593,34.106853,10.092,99.09
2594,34.115267,8.414,118.86
2595,34.120975,5.708,175.21
2596,34.129371,8.396,119.10
2597,34.137952,8.581,116.53
2598,34.145241,7.289,137.19
2599,34.154395,9.153,109.25
2600,34.162216,7.821,127.86
2601,34.168801,6.585,151.85
2602,34.174803,6.002,166.61
2603,34.180838,6.035,165.70
2604,34.189321,8.483,117.88
2605,34.196444,7.123,140.38
2606,34.203364,6.919,144.52
2607,34.213215,9.852,101.51
2608,34.221074,7.858,127.25
2609,34.229295,8.221,121.63
2610,34.237618,8.323,120.14
2611,34.244909,7.291,137.16
2612,34.254666,9.757,102.50
2613,34.262337,7.671,130.36
2614,34.269970,7.633,131.01
2615,34.277209,7.239,138.15
2616,34.285901,8.692,115.04
2617,34.294927,9.026,110.79
2618,34.302221,7.293,137.11
2619,34.310748,8.527,117.28
2620,34.316559,5.811,172.09
2621,34.324193,7.634,130.99
2622,34.331623,7.430,134.58
2623,34.338718,7.095,140.95
2624,34.346558,7.841,127.54
2625,34.354360,7.801,128.18
2626,34.360318,5.958,167.83
2627,34.367702,7.384,135.43
2628,34.374938,7.236,138.21
2629,34.383641,8.703,114.90
2630,34.391175,7.534,132.74
2631,34.400929,9.754,102.52
2632,34.409176,8.247,121.25
2633,34.416140,6.964,143.61
2634,34.423402,7.262,137.69
2635,34.430776,7.374,135.61
2636,34.437276,6.500,153.85
2637,34.443492,6.217,160.86
2638,34.452620,9.128,109.55
2639,34.459492,6.872,145.53
2640,34.466742,7.250,137.93
2641,34.472704,5.962,167.74
2642,34.481260,8.556,116.88
2643,34.488551,7.291,137.15
2644,34.497353,8.802,113.61
2645,34.505198,7.845,127.47
2646,34.513671,8.473,118.03
2647,34.522708,9.037,110.66
2648,34.530552,7.844,127.49
2649,34.538091,7.539,132.64
2650,34.546618,8.527,117.27
2651,34.554309,7.692,130.01
2652,34.563066,8.757,114.19
2653,34.570384,7.318,136.66
2654,34.577765,7.381,135.49
2655,34.584572,6.807,146.90
2656,34.592177,7.605,131.49
2657,34.598388,6.210,161.02
2658,34.607110,8.722,114.65
2659,34.613357,6.247,160.08
2660,34.620272,6.916,144.60
2661,34.626664,6.391,156.46
2662,34.633526,6.862,145.72
2663,34.640338,6.812,146.79
2664,34.647466,7.128,140.29
2665,34.654551,7.085,141.14
2666,34.660051,5.500,181.83
2667,34.667217,7.166,139.54
2668,34.673599,6.382,156.69
2669,34.680354,6.755,148.04
2670,34.687291,6.937,144.16
2671,34.693756,6.465,154.69
2672,34.703196,9.441,105.93
2673,34.709790,6.594,151.66
2674,34.718442,8.652,115.58
2675,34.725644,7.202,138.85
2676,34.733575,7.931,126.09
2677,34.741050,7.476,133.77
2678,34.748237,7.187,139.15
2679,34.755658,7.421,134.76
2680,34.763568,7.910,126.42
2681,34.770090,6.523,153.31
2682,34.776706,6.616,151.15
2683,34.781482,4.776,209.38
2684,34.788079,6.596,151.60
2685,34.797233,9.154,109.24
2686,34.806258,9.024,110.81
2687,34.815009,8.752,114.26
2688,34.823454,8.444,118.42
2689,34.830379,6.925,144.40
2690,34.838956,8.578,116.58
2691,34.845780,6.824,146.55
2692,34.853860,8.080,123.76
2693,34.861834,7.974,125.41
2694,34.869518,7.684,130.14
2695,34.877469,7.951,125.77
2696,34.884431,6.962,143.64
2697,34.893433,9.002,111.09
2698,34.903180,9.747,102.60
2699,34.911016,7.836,127.62
2700,34.919084,8.069,123.94
2701,34.925053,5.969,167.54
2702,34.933439,8.386,119.25
2703,34.941884,8.445,118.41
2704,34.950204,8.320,120.19
2705,34.957689,7.485,133.60
2706,34.967290,9.600,104.16
2707,34.975644,8.354,119.70
2708,34.984932,9.288,107.66
2709,34.993066,8.133,122.95
2710,35.000508,7.442,134.37
2711,35.009621,9.113,109.73
2712,35.035818,26.197,38.17
2713,35.043781,7.963,125.57
2714,35.049289,5.507,181.58
2715,35.056004,6.716,148.90
2716,35.063544,7.539,132.64
2717,35.069083,5.539,180.52
2718,35.074101,5.018,199.29
2719,35.083240,9.139,109.42
2720,35.090241,7.001,142.83
2721,35.096169,5.928,168.69
2722,35.106463,10.294,97.14
2723,35.115149,8.685,115.13
2724,35.121273,6.125,163.27
2725,35.129467,8.194,122.04
2726,35.138049,8.582,116.53
2727,35.144543,6.494,153.98
2728,35.151921,7.378,135.54
2729,35.159879,7.958,125.67
2730,35.164566,4.687,213.34
2731,35.174169,9.602,104.14
2732,35.182101,7.933,126.06
2733,35.189219,7.118,140.49
2734,35.197555,8.336,119.97
2735,35.205441,7.886,126.81
2736,35.213382,7.941,125.93
2737,35.222025,8.643,115.69
2738,35.229808,7.783,128.48
2739,35.237489,7.681,130.20
2740,35.245659,8.170,122.40
2741,35.252750,7.092,141.01
2742,35.260825,8.074,123.85
2743,35.269032,8.208,121.84
2744,35.277870,8.837,113.16
2745,35.283323,5.454,183.37
2746,35.290216,6.893,145.07
2747,35.296843,6.627,150.91
2748,35.304677,7.833,127.66
2749,35.311452,6.775,147.60
2750,35.320543,9.091,110.00
2751,35.326839,6.296,158.83
2752,35.334464,7.625,131.15
2753,35.341203,6.739,148.39
2754,35.349923,8.720,114.68
2755,35.358116,8.193,122.05
2756,35.364829,6.713,148.97
2757,35.374322,9.493,105.34
2758,35.384274,9.952,100.48
2759,35.393044,8.770,114.03
2760,35.400853,7.809,128.06
2761,35.407779,6.926,144.38
2762,35.413680,5.901,169.46
2763,35.420598,6.918,144.55
2764,35.427911,7.313,136.74
2765,35.432489,4.577,218.47
2766,35.440495,8.007,124.90
2767,35.447731,7.236,138.20
2768,35.454283,6.552,152.63
2769,35.461690,7.407,135.00
2770,35.471076,9.386,106.54
2771,35.478270,7.194,139.01
2772,35.485729,7.460,134.06
2773,35.492523,6.794,147.19
2774,35.502171,9.648,103.64
2775,35.509075,6.903,144.86
2776,35.517198,8.124,123.09
2777,35.527544,10.345,96.66
2778,35.537796,10.252,97.54
2779,35.545496,7.700,129.87
2780,35.552035,6.539,152.93
2781,35.560363,8.328,120.08
2782,35.570596,10.234,97.72
2783,35.577714,7.118,140.49
2784,35.587314,9.600,104.17
2785,35.594702,7.388,135.35
2786,35.602308,7.606,131.48
2787,35.609540,7.233,138.26
2788,35.617581,8.041,124.36
2789,35.626480,8.899,112.38
2790,35.634899,8.419,118.78
2791,35.642718,7.818,127.91
2792,35.647884,5.166,193.57
2793,35.655756,7.873,127.02
2794,35.664160,8.404,119.00
2795,35.671377,7.217,138.57
2796,35.677863,6.487,154.17
2797,35.686729,8.866,112.79
2798,35.694464,7.734,129.30
2799,35.702910,8.446,118.40
2800,35.710814,7.904,126.52
2801,35.717850,7.037,142.11
2802,35.727345,9.495,105.32
2803,35.736198,8.853,112.96
2804,35.744480,8.283,120.73
2805,35.752264,7.784,128.47
2806,35.758096,5.832,171.47
2807,35.766235,8.139,122.87
2808,35.773427,7.192,139.04
2809,35.781357,7.931,126.09
2810,35.789254,7.897,126.63
2811,35.797114,7.860,127.23
2812,35.807019,9.905,100.96
2813,35.814039,7.020,142.45
2814,35.822189,8.150,122.70
2815,35.830245,8.056,124.13
2816,35.837997,7.752,129.00
2817,35.845520,7.523,132.92
2818,35.855452,9.932,100.69
2819,35.863439,7.987,125.21
2820,35.870116,6.677,149.77
2821,35.876876,6.760,147.92
2822,35.885095,8.220,121.66
2823,35.894102,9.007,111.03
2824,35.902789,8.687,115.12
2825,35.910481,7.692,130.00
2826,35.916451,5.970,167.50
2827,35.922810,6.358,157.27
2828,35.931534,8.724,114.62
2829,35.939528,7.994,125.10
2830,35.946426,6.898,144.97
2831,35.953203,6.777,147.55
2832,35.961842,8.639,115.76
2833,35.969637,7.795,128.29
2834,35.977792,8.155,122.62
2835,35.984728,6.936,144.17
2836,35.993491,8.763,114.11
2837,36.000981,7.490,133.52
2838,36.010949,9.968,100.32
2839,36.018171,7.223,138.45
2840,36.027150,8.979,111.37
2841,36.034177,7.027,142.30
2842,36.041065,6.887,145.20
2843,36.048149,7.084,141.15
2844,36.055835,7.686,130.11
2845,36.065579,9.744,102.62
2846,36.073843,8.264,121.00
2847,36.080730,6.887,145.21
2848,36.089644,8.914,112.18
2849,36.098165,8.521,117.36
2850,36.106473,8.308,120.37
2851,36.114067,7.593,131.69
2852,36.123203,9.136,109.46
2853,36.132572,9.369,106.73
2854,36.139568,6.995,142.95
2855,36.145232,5.664,176.54
2856,36.150893,5.661,176.65
2857,36.159602,8.709,114.82
2858,36.168081,8.479,117.94
2859,36.177303,9.223,108.43
2860,36.185466,8.162,122.51
2861,36.192084,6.618,151.10
2862,36.200012,7.928,126.13
2863,36.226956,26.944,37.11
2864,36.235737,8.781,113.89
2865,36.241516,5.779,173.03
2866,36.248529,7.013,142.59
2867,36.256892,8.363,119.57
2868,36.263132,6.240,160.27
2869,36.272695,9.564,104.56
2870,36.279958,7.262,137.69
2871,36.286828,6.870,145.56
2872,36.296307,9.479,105.50
2873,36.306801,10.494,95.29
2874,36.315323,8.522,117.34
2875,36.325640,10.317,96.93
2876,36.333381,7.741,129.19
2877,36.341131,7.751,129.02
2878,36.348954,7.823,127.82
2879,36.354486,5.531,180.79
2880,36.361487,7.001,142.83
